name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email
Hotham Primary School,Community school,Open,Charlwood Road,Putney,London,,SW15 1PN,www.hothamprimaryschool.org.uk/,2087886468.0,Mr,Richard,Byrne-Smith,Headteacher,Does not apply,Mixed,Primary,,Putney,101013,info@hotham.wandsworth.sch.uk
John Burns Primary School,Community school,Open,Wycliffe Road,Lavender Hill,London,,SW11 5QR,www.johnburns.wandsworth.sch.uk/,2072283857.0,Mr,Brian,Grogan,Headteacher,Does not apply,Mixed,Primary,,Battersea,101014,office@johnburns.wandsworth.sch.uk
Penwortham Primary School,Community school,Open,Penwortham Road,,London,,SW16 6RJ,www.penwortham.wandsworth.sch.uk,2087693949.0,Mrs,Sandie,Andrews,Acting Headteacher,Does not apply,Mixed,Primary,,Tooting,101016,team@crazycamps.co.uk
Riversdale Primary School,Community school,Open,302a Merton Road,Wandsworth,London,,SW18 5JP,www.riversdaleprimaryschool.org.uk,2088746904.0,Mrs,Amy,Roberts,Headteacher,Does not apply,Mixed,Primary,,Putney,101018,senco@riversdale.wandsworth.sch.uk
Sellincourt Primary School,Community school,Open,Sellincourt Road,Tooting,London,,SW17 9SA,www.sellincourt.wandsworth.sch.uk,2086726796.0,Miss,H,Clayton,Headteacher,Does not apply,Mixed,Primary,,Tooting,101019,info@sellincourt.wandsworth
Shaftesbury Park Primary School,Community school,Open,Ashbury Road,Battersea,London,,SW11 5UW,www.shaftesburypark.wandsworth.sch.uk/,2072283652.0,Mrs,Oshunbunmi,Richards,Headteacher,Does not apply,Mixed,Primary,,Battersea,101020,info@shaftesburypark.wandsworth.sch.uk
Smallwood Primary School and Language Unit,Community school,Open,Smallwood Road,Tooting,London,,SW17 0TW,www.smallwood.wandsworth.sch.uk/,2086726024.0,Mrs,Fiona,Loudon,Headteacher,Does not apply,Mixed,Primary,,Tooting,101021,admin@smallwood.wandsworth.sch.uk
Swaffield School,Community school,Open,St Ann's Hill,Wandsworth,London,,SW18 2SA,www.swaffield.wandsworth.sch.uk,2088742825.0,,J,Hamilton,Headteacher,Does not apply,Mixed,Primary,,Tooting,101022,admissions@swaffield.wandsworth.sch.uk
West Hill Primary School,Community school,Open,5 Merton Road,,London,,SW18 5ST,www.westhill.wandsworth.sch.uk,2088745900.0,Mr,Richard,Milsom,Headteacher,Does not apply,Mixed,Primary,,Putney,101024,info@westhill.wandsworth.sch.uk
Sheringdale Primary School,Community school,Open,Standen Road,Southfields,London,,SW18 5TR,http://www.sheringdale.org/,2088747340.0,Ms,Sarah,Jones,Headteacher,Does not apply,Mixed,Primary,,Putney,101026,Senco@sheringdale.wandsworth.sch.uk
Southmead Primary School,Community school,Open,Princes Way,Wimbledon Common,London,,SW19 6QT,www.southmeadschool.co.uk/,2087888901.0,Mrs,Taw,Stagg,Headteacher,Does not apply,Mixed,Primary,,Putney,101027,office@southmead.wandsworth.sch.uk
Granard Primary School,Community school,Open,Cortis Road,,London,,SW15 6XA,http://www.granardprimary.co.uk/,2087883606.0,Mrs,Cheryl,Grigg,Headteacher,Does not apply,Mixed,Primary,,Putney,101028,monikap@granard.wandsworth.sch.uk
Heathmere Primary School,Community school,Open,Alton Road,Roehampton,London,,SW15 4LJ,www.heathmereprimary.org/,2087889057.0,Miss,Emma,Lewis,Headteacher,Does not apply,Mixed,Primary,,Putney,101029,office@heathmere.wandsworth.sch.uk
Ronald Ross Primary School,Community school,Open,145 Beaumont Road,,,,SW19 6RY,www.ronaldross.org.uk,2087885233.0,Mrs,Abby,Brady,Headteacher,Does not apply,Mixed,Primary,,Putney,101031,info@ronaldross.wandsworth.sch.uk
Albemarle Primary School,Foundation school,Open,Princes Way,,London,,SW19 6JP,www.albemarle.wandsworth.sch.uk,2087883170.0,Mrs,Natasha,Mold,Headteacher,,Mixed,Primary,,Putney,101032,Info@albemarle.wandsworth.sch.uk
"All Saints' CofE Primary School, Putney",Voluntary aided school,Open,Putney Common,Putney,London,,SW15 1HL,www.allsaintsputney.org.uk,2087885196.0,Mrs,Joanne,Ghosh,Headteacher,Church of England,Mixed,Primary,,Putney,101034,admin@allsaints.wandsworth.sch.uk
Holy Ghost Catholic Primary School,Voluntary aided school,Open,Nightingale Square,Balham,London,,SW12 8QJ,www.holyghost.wandsworth.sch.uk/,2086733080.0,Mr,Jared,Brading,Headteacher,Roman Catholic,Mixed,Primary,,Tooting,101036,office@holyghost.wandsworth.sch.uk
Our Lady of Victories Catholic Primary School,Voluntary aided school,Open,1 Clarendon Drive,,London,,SW15 1AW,www.ourladyofvictories.wandsworth.sch.uk/,2087887957.0,Ms,Anna,Madden,Headteacher,Roman Catholic,Mixed,Primary,,Putney,101037,info@olov.sjscat.co.uk
Roehampton Church Forest Primary School,Voluntary aided school,Open,245 Roehampton Lane,Roehampton,London,,SW15 4AA,www.roehampton.wandsworth.sch.uk,2087888650.0,Miss,Lynn,Anderson,Headteacher,Church of England,Mixed,Primary,,Putney,101038,info@roehampton.wandsworth.sch.uk
St Anne's CofE Primary School,Voluntary aided school,Open,208 St Ann's Hill,Wandsworth,London,,SW18 2RU,www.st-annes.wandsworth.sch.uk,2088741863.0,Ms,Kelly,Ranford,Headteacher,Church of England,Mixed,Primary,,Putney,101041,sbm@309.ldbsact.org
St Boniface RC Primary School,Voluntary aided school,Open,Undine Street,Tooting,London,,SW17 8PP,www.stboniface.wandsworth.sch.uk/,2086725874.0,Mrs,L,Platts,Headteacher,Roman Catholic,Mixed,Primary,,Tooting,101042,info@stbonifacesalford.co.uk
St Faith's CofE Primary School,Voluntary aided school,Open,Alma Road,East Hill,London,,SW18 1AE,www.stfaiths.wandsworth.sch.uk,2088742653.0,Mrs,Julie,De Silva,Headteacher,Church of England,Mixed,Primary,,Putney,101043,admissions@wandsworth.gov.uk
St George's CofE Primary School,Voluntary aided school,Open,Corunna Road,Battersea,London,,SW8 4JS,www.st-georges.wandsworth.sch.uk,2076221870.0,Mrs,Sarah,Collymore,Headteacher,Church of England,Mixed,Primary,,Battersea,101044,admin@st-georges.wandsworth.sch.uk
St Joseph's Catholic Primary and Nursery School,Voluntary aided school,Open,90 Oakhill Road,,London,,SW15 2QD,https://www.stjosephs.wandsworth.sch.uk,2088741888.0,Ms,Emma,Cashier,Headteacher,Roman Catholic,Mixed,Primary,,Putney,101045,office@stjosephsschool.org.uk
St Mary's CofE Primary School,Voluntary aided school,Open,Felsham Road,Putney,London,,SW15 1BA,www.stmarysschoolputney.co.uk/,2087889591.0,Miss,Cheryl,Payne,Head Teacher,Church of England,Mixed,Primary,,Putney,101046,school@stmarys.islington.sch.uk
Trinity St Mary's CofE Primary School,Voluntary aided school,Open,6 Balham Park Road,,London,,SW12 8DR,www.tsm.wandsworth.sch.uk,2086734166.0,Miss,Lynn,Anderson,Acting Headteacher,Church of England,Mixed,Primary,,Tooting,101047,admin@trinity-st-marys.essex.sch.uk
St Mary's RC Voluntary Aided Primary School,Voluntary aided school,Open,7 St Josephs Street,,London,,SW8 4EN,www.stmarysschoolbattersea.co.uk,2076225460.0,Mrs,Claire,Mitchell,Headteacher,Roman Catholic,Mixed,Primary,,Battersea,101048,info@st-marys.rbkc.sch.uk
St Michael's CofE Primary School,Voluntary aided school,Open,Granville Road,Southfields,London,,SW18 5SQ,www.stmichaels.wandsworth.sch.uk/,2088747786.0,Mrs,Angela,Harris,Headteacher,Church of England,Mixed,Primary,,Putney,101049,admin@stmichaelsn6.com
"Sacred Heart Catholic Primary School, Roehampton",Voluntary aided school,Open,Roehampton Lane,Roehampton,London,,SW15 5NX,www.sacredheart-roe.wandsworth.sch.uk/,2088767074.0,Mr,Anthony,Gibbons,Headteacher,Roman Catholic,Mixed,Primary,,Putney,101050,
Our Lady Queen of Heaven RC School,Voluntary aided school,Open,Victoria Drive,Southfields,London,,SW19 6AD,www.ourladyqueenofheaven.wandsworth.sch.uk/,2087887420.0,Mr,Jeremy,Tuke,Headteacher,Roman Catholic,Mixed,Primary,,Putney,101051,jcornish@olqh.net
St Anselm's Catholic Primary School,Voluntary aided school,Open,Louisville Road,,London,,SW17 8RW,www.stanselms.wandsworth.sch.uk/,2086729227.0,Ms,Hattie,Elwes,Headteacher,Roman Catholic,Mixed,Primary,,Tooting,101052,admin@stanselms.wandsworth.sch.uk
Hillbrook School,Foundation school,Open,Hillbrook Road,Tooting,London,,SW17 8SG,www.hillbrookschool.org.uk/,2086723957.0,Mrs,Deborah,Hart,Headteacher,,Mixed,Primary,,Tooting,101057,admin@hillbrook.wandsworth.sch.uk
Oak Lodge School,Community special school,Open,101 Nightingale Lane,Balham,London,,SW12 8NA,www.oaklodge.wandsworth.sch.uk,2086733453.0,Mrs,Caroline,Rowlandson,Executive Headteacher,Does not apply,Mixed,Not applicable,,Tooting,101094,info@oaklodge.wandsworth.sch.uk
Bradstow School,Community special school,Open,34 Dumpton Park Drive,,Broadstairs,Kent,CT10 1BY,http://www.bradstow.wandsworth.sch.uk,1843862123.0,Mrs,Sarah,Adams,Headteacher,Does not apply,Mixed,Not applicable,,East Thanet,101095,community@bradstow.wandsworth.sch.uk
Greenmead School,Community special school,Open,147 Beaumont Road,Southfields,London,,SW19 6RY,www.greenmead.wandsworth.sch.uk,2087891466.0,Mrs,Roxanne,Cole,Headteacher,Does not apply,Mixed,Not applicable,,Putney,101099,admin@greenmead.wandsworth.sch.uk
Paddock School,Community special school,Open,Priory Lane,,London,,SW15 5RT,paddock.wandsworth.sch.uk,2088781521.0,Mrs,Sarah,Santos,Headteacher,Does not apply,Mixed,Not applicable,,Putney,101102,recruitment@paddock.wandsworth.sch.uk
Garratt Park School,Community special school,Open,Waldron Road,Earlsfield,London,,SW18 3TB,http://www.garrattpark.wandsworth.sch.uk/,2089465769.0,Ms,Sharon,Gladstone,Acting Headteacher,Does not apply,Mixed,Not applicable,,Tooting,101103,info@garrattpark.wandsworth.sch.uk
Tachbrook Nursery School,Local authority nursery school,Open,Aylesford Street,,London,,SW1V 3RT,www.tachbrooknursery.co.uk,2071860081.0,Mr,Ben,Commins,Headteacher,Does not apply,Mixed,Nursery,,Cities of London and Westminster,101104,office@tachbrooknursery.co.uk
Dorothy Gardner Nursery School,Local authority nursery school,Open,293 Shirland Road,,London,,W9 3JY,http://www.qpeyfed.org,2089695835.0,Mr,Ben,Commins,Headteacher,Does not apply,Mixed,Nursery,,Queen's Park and Maida Vale,101105,office@dorothygardner.co.uk
Mary Paterson Nursery School,Local authority nursery school,Open,13 Riverton Close,Off Ashmore Road,London,,W9 3DS,www.qpeyfed.org,2089699683.0,Mr,Ben,Commins,Headteacher,Does not apply,Mixed,Nursery,,Queen's Park and Maida Vale,101106,office@marypatersonnursery.co.uk
Barrow Hill Junior School,Community school,Open,Bridgeman Street,St John's Wood,London,,NW8 7AL,www.bhjs.co.uk/,2045061530.0,Mr,Anthony,Mannix-Power,Headteacher,Does not apply,Mixed,Primary,,Cities of London and Westminster,101107,
Edward Wilson Primary School,Community school,Open,Senior Street,,London,,W2 5TL,http://www.edwardwilson.org.uk,2032143930.0,Mr,Darren,Guttridge,Headteacher,Does not apply,Mixed,Primary,,Queen's Park and Maida Vale,101110,office@ccbprimary.co.uk
Essendine Primary School,Community school,Open,Essendine Road,,London,,W9 2LR,www.essendineprimary.co.uk,2033290201.0,Mr,Aaron,Sumner,Headteacher,Does not apply,Mixed,Primary,,Queen's Park and Maida Vale,101111,sendco@essendine.org.uk
George Eliot Primary School,Community school,Open,Marlborough Hill,St John's Wood,London,,NW8 0NH,www.georgeeliotschool.co.uk,2077222000.0,Mr,Cory,Mclauchlan,Headteacher,Does not apply,Mixed,Primary,,Cities of London and Westminster,101115,enquiries@GeorgeEliotAcademy.org.uk
Hallfield Primary School,Community school,Open,Hallfield Estate,,London,,W2 6JJ,www.hallfieldschool.org.uk/,2070874960.0,Mr,Aaron,Sumner,Headteacher,Does not apply,Mixed,Primary,,Kensington and Bayswater,101116,office@hallfieldschool.org.uk
Robinsfield Infant School,Community school,Open,Ordnance Hill,,London,,NW8 6PX,www.robinsfieldinfant.co.uk,2073451719.0,Mr,Cory,Mclauchlan,Executive Headteacher,Does not apply,Mixed,Primary,,Cities of London and Westminster,101117,office.robinsfield.westminster@lgfl.net
Queen's Park Primary School,Community school,Open,Droop Street,,London,,W10 4DQ,www.queensparkprimaryschool.co.uk/,2033515860.0,Mr,Ben,Commins,Headteacher,Does not apply,Mixed,Primary,,Queen's Park and Maida Vale,101120,office@queensparkschool.co.uk
All Souls CofE Primary School,Voluntary aided school,Open,Foley Street,,London,,W1W 7JJ,www.allsoulsprimary.co.uk,2071860151.0,Miss,Alix,Ascough,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101121,office@allsoulsprimary.co.uk
Burdett-Coutts and Townshend Foundation CofE Primary School,Voluntary aided school,Open,Rochester Street,,London,,SW1P 2QQ,http://www.burdettcoutts.co.uk,2078286790.0,Miss,Yvonne,Barnett,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101122,office@burdettcoutts.co.uk
Hampden Gurney CofE Primary School,Voluntary aided school,Open,13 Nutford Place,,London,,W1H 5HA,www.hampdengurneyschool.co.uk,2077237482.0,Mrs,Evelyn,Chua,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101123,admin@hampdengurney.co.uk
Our Lady of Dolours Catholic Primary,Voluntary aided school,Open,19 Cirencester Street,Paddington,London,,W2 5SR,http://www.ourladydolours.co.uk,2072868825.0,Mrs,Sarah,Alley,Headteacher,Roman Catholic,Mixed,Primary,,Queen's Park and Maida Vale,101124,admin@ourladydolours.co.uk
St Augustines Federated Schools: CofE Primary School,Voluntary aided school,Open,Kilburn Park Road,Kilburn,London,,NW6 5XA,www.st-augustines-primary.co.uk/,2073280221.0,Ms,Ruth,Vince,Head Teacher,Church of England,Mixed,Primary,,Queen's Park and Maida Vale,101125,
St Barnabas' CofE Primary School,Voluntary aided school,Open,St Barnabas Street,Pimlico,London,,SW1W 8PF,www.stbarnabasprimary.org.uk,2071860152.0,Miss,Lauren,Castle,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101126,office@stbarnabasprimary.org.uk
St Clement Danes CofE Primary School,Voluntary aided school,Open,118 Drury Lane,Covent Garden,LONDON,,WC2B 5SU,www.st-clementdanes.westminster.sch.uk/,2030969745.0,Miss,Patricia,Coxhead,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101127,office@stcd.co.uk
St Edward's Catholic Primary School,Voluntary aided school,Open,Lisson Grove,,London,,NW1 6LH,www.stedwardsprimary.org,2077235911.0,Mr,Jason,Smith,Headteacher,Roman Catholic,Mixed,Primary,,Cities of London and Westminster,101128,office@stedwardsprimary.org
St Gabriel's CofE Primary School,Voluntary aided school,Open,Churchill Gardens Road,,London,,SW1V 3AG,www.stgabrielsprimary.co.uk/,2071860080.0,Miss,Rebecca,Anson,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101129,office@stgabrielsprimary.co.uk
St George's Hanover Square CofE Primary School,Voluntary aided school,Open,South Street,,London,,W1K 2XH,www.sghsprimary.co.uk/,2076291196.0,Mr,Harvey,Webb,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101130,office@sghsprimary.co.uk
Soho Parish CofE Primary School,Voluntary aided school,Open,23 Great Windmill Street,,London,,W1D 7LF,www.sohoparish.co.uk,2074327320.0,Mr,Oliver,Knight,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101131,office@sohoparish.co.uk
St James & St John Church of England Primary School,Voluntary aided school,Open,4 Craven Terrace,,London,,W2 3QD,www.stjamesandstjohnschool.co.uk,2075040535.0,Mr,Harvey,Webb,Headteacher,Church of England,Mixed,Primary,,Kensington and Bayswater,101132,office@stjstj.co.uk
St Luke's CofE Primary School,Voluntary aided school,Open,Fernhead Road,,London,,W9 3EJ,www.stlukesprimary.org.uk,2081031780.0,Mr,Harvey,Webb,Headteacher,Church of England,Mixed,Primary,,Queen's Park and Maida Vale,101134,office@stlukesprimary.org.uk
St Mary Magdalene & St Stephen's CofE Primary School,Voluntary aided school,Open,Rowington Close,Warwick Estate,London,,W2 5TF,http://www.st-marymagdalene.westminster.sch.uk/,2075040555.0,Mrs,Tonnie,Read,Headteacher,Church of England,Mixed,Primary,,Queen's Park and Maida Vale,101135,office@mmsts.westminster.sch.uk
St Mary's Bryanston Square CofE School,Voluntary aided school,Open,Enford Street,,London,,W1H 1DL,www.stmbs.org.uk,2031460968.0,Mr,Lee,Duffy,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101136,office@stmbs.org
St. Mary of the Angels Catholic Primary School,Voluntary aided school,Open,Shrewsbury Road,Bayswater,London,,W2 5PR,http://www.stmaryangels.co.uk/,2077921883.0,Mrs,Mary,Wilson,Headteacher,Roman Catholic,Mixed,Primary,,Queen's Park and Maida Vale,101137,office@stmaryangels.co.uk
"St Matthew's School, Westminster",Voluntary aided school,Open,18 Old Pye Street,Westminster,London,,SW1P 2DG,www.stmwschool.org.uk,2075040500.0,Mrs,Sarah,Maltese,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101138,office@stmwschool.org.uk
St Peter's CofE School,Voluntary aided school,Open,Chippenham Mews,Paddington,London,,W9 2AN,www.stpeterscm.co.uk/,2071860082.0,Mrs,Alice,Ducros,Headteacher,Church of England,Mixed,Primary,,Queen's Park and Maida Vale,101139,office@stpeterscm.co.uk
St Peter's Eaton Square CofE Primary School,Voluntary aided school,Open,Lower Belgrave Street,,London,,SW1W 0NL,www.stpeaton.org.uk,2075040537.0,Mrs,Jane,Carrington,Headteacher,Church of England,Mixed,Primary,,Cities of London and Westminster,101140,admin@stpeaton.org.uk
St Saviour's CofE Primary School,Voluntary aided school,Open,Shirland Road,Maida Vale,London,,W9 2JD,http://www.stsavioursprimary.co.uk,2070846772.0,Miss,Elizabeth,Granite,Headteacher,Church of England,Mixed,Primary,,Queen's Park and Maida Vale,101141,sbm@st-saviours.towerhamlets.sch.uk
St Vincent's Catholic Primary School,Voluntary aided school,Open,St Vincent Street,,London,,W1U 4DF,www.stvincentsprimary.org.uk,2031460743.0,Miss,Marina,Coleman,Headteacher,Roman Catholic,Mixed,Primary,,Cities of London and Westminster,101143,office@stvincents.barnet.sch.uk
St Vincent De Paul Catholic Primary School,Voluntary aided school,Open,Morpeth Terrace,,LONDON,,SW1P 1EP,www.svpcatholicprimary.org,2033515990.0,Mr,Nathaniel,Scott Cree,Headteacher,Roman Catholic,Mixed,Primary,,Cities of London and Westminster,101144,office@svpschool.co.uk
Christ Church Bentinck CofE Primary School,Voluntary aided school,Open,Cosway Street,Marylebone,London,,NW1 5NS,www.ccbprimary.co.uk/,2033514135.0,Mrs,Sandra,Tyrrell,Headteacher,Church of England,Mixed,Primary,,Queen's Park and Maida Vale,101147,office@ccbprimary.co.uk
St Augustine's Federated Schools: CE High School,Voluntary aided school,Open,Kilburn Park Road,,London,,NW6 5SN,http://www.stahigh.org,2073283434.0,Ms,Rachel,Kelly,Headteacher,Church of England,Mixed,Secondary,,Queen's Park and Maida Vale,101154,mail@stahigh.org
College Park School,Community special school,Open,Garway Road,,London,,W2 4PH,http://www.qe2cp.westminster.sch.uk,2072213454.0,Mrs,Claire,Shepherd,Headteacher,Does not apply,Mixed,Not applicable,,Kensington and Bayswater,101182,admin@qe2cp.westminster.sch.uk
